name,fight_record,nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,timestamp
Lumumba Sayers,6-5-0,,"6'0""",185lbs.,--,,"Jun30,1978",2.54,41%,2.37,48%,7.63,75%,0%,2.5,2023-09-20 21:50:56.958211
Matt Sayles,8-4-0,,"5'7""",155lbs.,"68""",Orthodox,"Feb21,1994",4.83,41%,2.81,61%,0.36,16%,81%,0.7,2023-09-20 21:50:56.958211
Brandon Sayles,5-1-0,Man of War,"6'5""",265lbs.,--,,"Apr23,1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Mark Scanlon,9-2-0,,"5'9""",170lbs.,--,Orthodox,--,2.2,35%,3.33,48%,3.0,75%,25%,2.0,2023-09-20 21:50:56.958211
Eric Schafer,14-8-2,Red,"6'3""",185lbs.,"76""",Orthodox,"Sep20,1977",1.89,34%,3.38,56%,1.81,36%,50%,1.8,2023-09-20 21:50:56.958211
Kerry Schall,24-13-0 (1 NC),Meat Truck,"6'2""",265lbs.,--,Orthodox,"Aug09,1971",0.94,11%,4.84,63%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Eric Schambari,15-6-0,,"5'11""",185lbs.,--,Orthodox,"Apr22,1978",1.43,42%,1.07,54%,3.0,42%,0%,1.0,2023-09-20 21:50:56.958211
Brendan Schaub,10-5-0,Big Brown,"6'4""",245lbs.,"78""",Orthodox,"Mar18,1983",2.92,37%,2.22,57%,2.32,46%,72%,0.4,2023-09-20 21:50:56.958211
Matheus Scheffel,14-7-0,Buffa,"6'2""",205lbs.,"75""",Orthodox,"Nov04,1992",1.33,36%,3.0,47%,0.0,0%,100%,0.0,2023-09-20 21:50:56.958211
Antonio Schembri,5-5-0,Nino,"5'9""",205lbs.,--,Orthodox,"Jun01,1974",0.72,26%,2.12,55%,1.31,40%,0%,0.4,2023-09-20 21:50:56.958211
Fabiano Scherner,11-10-0 (3 NC),Pegaleve,"6'3""",257lbs.,--,Orthodox,"Jun30,1972",1.31,31%,3.2,38%,1.09,33%,40%,0.0,2023-09-20 21:50:56.958211
Samy Schiavo,10-6-0,,"5'8""",155lbs.,--,Orthodox,"Dec24,1975",1.68,34%,2.62,38%,0.94,50%,66%,0.9,2023-09-20 21:50:56.958211
Pat Schilling,5-2-0,Thrilling,"5'8""",145lbs.,--,Orthodox,"Aug28,1988",1.87,26%,8.24,52%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Joe Schilling,2-5-0,,"6'3""",185lbs.,--,,--,2.84,52%,2.64,48%,0.0,0%,44%,0.0,2023-09-20 21:50:56.958211
Semmy Schilt,26-14-1,Hightower,"6'10""",265lbs.,--,Orthodox,"Oct27,1973",1.2,50%,1.31,53%,0.0,0%,47%,1.1,2023-09-20 21:50:56.958211
Adam Schindler,10-6-0,,"5'8""",155lbs.,--,,"May19,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Daniel Schmitt,2-3-0,,--,185lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Colleen Schneider,11-7-0,,--,135lbs.,--,,--,2.17,48%,2.5,50%,2.5,50%,60%,0.0,2023-09-20 21:50:56.958211
Matt Schnell,16-7-0 (1 NC),Danger,"5'8""",125lbs.,"70""",Orthodox,"Jan15,1990",4.24,39%,4.46,55%,0.63,44%,46%,1.1,2023-09-20 21:50:56.958211
Alex Schoenauer,15-10-0,,"6'3""",185lbs.,--,Orthodox,"May05,1976",1.22,40%,2.27,42%,0.0,0%,22%,4.9,2023-09-20 21:50:56.958211
Darrill Schoonover,14-8-0,The Boss,"6'2""",220lbs.,--,Orthodox,"Jul18,1985",1.2,33%,4.35,38%,0.0,0%,50%,1.1,2023-09-20 21:50:56.958211
Bob Schrijber,20-17-1,Dirty,"6'0""",240lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Nate Schroeder,11-10-0,,"6'1""",230lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Lacey Schuckman,11-10-0,,"5'3""",125lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Mark Schultz,1-1-0,,"5'9""",200lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Brian Schwartz,1-1-0,,"6'3""",170lbs.,--,Orthodox,--,1.27,44%,0.87,45%,0.0,0%,50%,1.0,2023-09-20 21:50:56.958211
Eric Schwartz,2-0-0,,--,205lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Justin Scoggins,11-5-0,,"5'7""",125lbs.,"66""",Southpaw,"May02,1992",3.56,51%,2.16,55%,3.42,63%,82%,0.5,2023-09-20 21:50:56.958211
Brad Scott,11-6-0,Bear,"6'1""",170lbs.,"76""",Orthodox,"Jun24,1989",3.52,41%,4.31,57%,0.32,15%,63%,0.7,2023-09-20 21:50:56.958211
Greg Scott,3-4-0,,"5'9""",145lbs.,--,,--,3.9,55%,7.79,37%,11.69,100%,0%,0.0,2023-09-20 21:50:56.958211
Mike Seal,13-15-1 (1 NC),Crazy Boy,"6'4""",185lbs.,--,Orthodox,--,5.5,68%,3.33,50%,0.0,0%,33%,0.0,2023-09-20 21:50:56.958211
Matt Secor,8-4-0,,"6'0""",170lbs.,--,,"Sep26,1986",0.51,20%,0.81,50%,3.03,100%,0%,3.0,2023-09-20 21:50:56.958211
Kenneth Seegrist,4-7-0,,"6'0""",185lbs.,--,Orthodox,--,3.21,66%,1.28,0%,0.0,0%,40%,14.4,2023-09-20 21:50:56.958211
Neil Seery,16-13-0,2Tap,"5'4""",125lbs.,"64""",Orthodox,"Aug30,1979",3.56,41%,3.79,58%,0.78,27%,53%,1.6,2023-09-20 21:50:56.958211
Rony Sefo,0-2-0,,"5'9""",225lbs.,--,Orthodox,--,0.0,0%,0.43,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ray Sefo,2-2-0,Sugarfoot,"6'0""",240lbs.,--,Orthodox,"Feb15,1971",0.86,31%,1.71,72%,0.0,0%,66%,0.0,2023-09-20 21:50:56.958211
Brendan Seguin,23-19-1,,"6'0""",185lbs.,--,,"Jul03,1976",2.6,45%,0.6,84%,5.0,62%,100%,0.0,2023-09-20 21:50:56.958211
Tetsuya Seki,14-8-1,,"5'10""",155lbs.,--,,"Feb08,1994",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Stefan Sekulic,12-4-0,,"6'0""",170lbs.,"75""",Southpaw,"Feb12,1992",1.83,50%,2.83,64%,2.0,33%,25%,0.5,2023-09-20 21:50:56.958211
Pete Sell,10-7-0,Drago,"5'11""",170lbs.,"75""",Orthodox,"Aug05,1982",2.6,42%,3.65,51%,0.91,21%,47%,0.9,2023-09-20 21:50:56.958211
Matthew Semelsberger,11-6-0,Semi The Jedi,"6'1""",170lbs.,"75""",Switch,"Nov23,1992",4.06,43%,4.36,55%,1.02,58%,50%,0.1,2023-09-20 21:50:56.958211
Andrei Semenov,34-9-2,,"6'0""",185lbs.,--,Orthodox,"Jun17,1977",0.78,15%,2.44,60%,1.74,80%,55%,0.4,2023-09-20 21:50:56.958211
Mackens Semerzier,8-4-0 (1 NC),Da Menace,"5'9""",145lbs.,"72""",Orthodox,"Nov03,1980",2.91,45%,3.48,46%,2.14,50%,50%,2.1,2023-09-20 21:50:56.958211
Brandon Sene,2-2-0,,"5'11""",205lbs.,--,,"May21,1981",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
YeDam Seo,6-3-0,,"5'2""",115lbs.,"63""",Orthodox,"Mar20,1992",0.33,15%,2.27,55%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Kim In Seok,3-6-0,,"5'6""",145lbs.,--,Orthodox,--,0.87,37%,5.19,60%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ray Seraille,8-9-0,,"6'3""",246lbs.,--,,--,5.29,27%,17.65,41%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ivan Serati,12-4-0,,"6'0""",205lbs.,--,Orthodox,--,0.86,26%,5.33,29%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Alex Serdyukov,8-5-0,The Russian Crusher,"6'2""",170lbs.,"74""",Orthodox,"May24,1980",4.94,48%,3.1,46%,1.84,55%,67%,1.8,2023-09-20 21:50:56.958211
Nicholas Sergiacomi,1-1-0,,--,170lbs.,--,,--,4.38,55%,3.94,59%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Matt Serra,11-7-0,The Terra,"5'6""",170lbs.,"68""",Orthodox,"Jun02,1974",1.98,39%,2.64,46%,2.05,20%,38%,0.9,2023-09-20 21:50:56.958211
Nick Serra,7-3-0,The Mad Monkey,"5'9""",170lbs.,--,Orthodox,"Mar27,1978",0.0,0%,1.73,43%,1.0,10%,0%,2.0,2023-09-20 21:50:56.958211
Adrian Serrano,56-29-4,,"5'8""",170lbs.,--,,"Dec23,1963",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Fredy Serrano,3-2-0,El Profe,"5'3""",125lbs.,"65""",Orthodox,"Sep22,1979",1.58,26%,1.89,61%,2.84,25%,84%,0.0,2023-09-20 21:50:56.958211
Carl Seumanutafa,10-8-0,,"6'1""",255lbs.,--,Orthodox,--,0.0,0%,3.33,75%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Dan Severn,101-19-1,The Beast,"6'2""",250lbs.,--,Southpaw,"Jun08,1958",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Rosi Sexton,13-5-0,The Surgeon,"5'3""",135lbs.,--,Orthodox,"Jul16,1977",3.31,39%,7.42,41%,0.75,10%,80%,0.0,2023-09-20 21:50:56.958211
Scott Shaffer,0-1-0,,"5'7""",145lbs.,--,Orthodox,--,2.4,67%,0.53,50%,0.0,0%,72%,3.0,2023-09-20 21:50:56.958211
Edmen Shahbazyan,12-4-0,The Golden Boy,"6'2""",185lbs.,"75""",Orthodox,"Nov20,1997",3.46,51%,4.13,43%,2.17,39%,63%,0.6,2023-09-20 21:50:56.958211
Leon Shahbazyan,7-2-0,,"6'4""",170lbs.,"74""",Orthodox,"Nov18,1995",6.33,52%,8.18,32%,1.46,50%,0%,0.0,2023-09-20 21:50:56.958211
Don Shainis,12-5-0,Shameless,"5'6""",145lbs.,"67""",Orthodox,"Sep16,1990",3.42,50%,5.87,31%,0.97,25%,20%,1.9,2023-09-20 21:50:56.958211
Liliya Shakirova,8-2-0,,"5'4""",125lbs.,"65""",Orthodox,"Oct24,1991",2.7,30%,2.58,74%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Kamal Shalorus,9-5-2,Prince of Persia,"5'8""",155lbs.,"68""",Orthodox,"Aug27,1972",3.06,32%,2.99,70%,2.07,50%,80%,0.0,2023-09-20 21:50:56.958211
Ken Shamrock,28-17-2,The World's Most Dangerous Man,"6'1""",205lbs.,"72""",Orthodox,"Feb11,1964",1.47,46%,4.3,39%,0.94,60%,44%,2.5,2023-09-20 21:50:56.958211
Frank Shamrock,23-10-2,,"5'10""",185lbs.,--,Orthodox,"Dec08,1972",4.75,53%,4.66,57%,0.35,50%,37%,1.1,2023-09-20 21:50:56.958211
Shang Zhifa,32-8-0,Northeast Flying Tiger,"5'7""",125lbs.,"63""",Orthodox,"Mar15,1986",1.27,32%,1.27,60%,2.0,100%,0%,0.0,2023-09-20 21:50:56.958211
Jason Sharp,3-3-0,,--,205lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Eric Shelton,12-6-0,Showtime,"5'6""",125lbs.,"68""",Orthodox,"Feb02,1991",2.57,42%,1.88,63%,2.83,51%,46%,0.2,2023-09-20 21:50:56.958211
Sean Sherk,36-4-1,The Muscle Shark,"5'6""",155lbs.,"67""",Orthodox,"Aug05,1973",2.17,35%,2.71,55%,4.09,46%,56%,0.4,2023-09-20 21:50:56.958211
Chase Sherman,16-12-0,The Vanilla Gorilla,"6'4""",250lbs.,"78""",Orthodox,"Nov16,1989",6.04,45%,6.65,52%,0.09,50%,74%,0.0,2023-09-20 21:50:56.958211
Valentina Shevchenko,23-4-1,Bullet,"5'5""",125lbs.,"66""",Southpaw,"Mar07,1988",3.28,52%,2.11,62%,2.56,63%,71%,0.4,2023-09-20 21:50:56.958211
Antonina Shevchenko,10-4-0,La Pantera,"5'8""",125lbs.,"67""",Southpaw,"Nov20,1984",3.86,55%,2.93,52%,0.43,42%,53%,0.4,2023-09-20 21:50:56.958211
Katsuyori Shibata,4-11-1,,"6'0""",168lbs.,--,Orthodox,"Nov17,1979",2.06,35%,2.4,53%,0.49,50%,53%,0.7,2023-09-20 21:50:56.958211
Jake Shields,31-9-1 (1 NC),,"6'0""",170lbs.,"72""",Orthodox,"Jan09,1979",2.45,36%,1.8,56%,2.83,29%,35%,1.2,2023-09-20 21:50:56.958211
Henrique Shiguemoto,13-4-1,,"5'11""",185lbs.,"72""",Orthodox,"Jun22,1989",3.6,33%,6.0,16%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Shunichi Shimizu,30-18-11 (1 NC),,"5'5""",135lbs.,--,Orthodox,"Jan31,1985",0.14,33%,4.68,30%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Wade Shipp,11-5-0,The Nightmare,"6'3""",245lbs.,--,Orthodox,"Feb09,1975",4.29,86%,2.14,0%,0.0,0%,75%,0.0,2023-09-20 21:50:56.958211
Raja Shippen,18-11-1,,"5'6""",145lbs.,--,,"Oct07,1986",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Yuya Shirai,26-14-2,,"5'8""",168lbs.,--,Orthodox,"Apr02,1980",1.02,100%,4.07,55%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Wes Shivers,7-1-0,,"6'8""",--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Alexander Shlemenko,56-9-0 (1 NC),Storm,"5'11""",185lbs.,--,,"May20,1984",4.36,60%,1.71,63%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Josh Shockley,11-4-0,,"6'1""",155lbs.,--,Orthodox,"Nov15,1989",1.4,33%,1.75,60%,0.0,0%,61%,0.8,2023-09-20 21:50:56.958211
Josh Shockman,6-3-0,The War Hammer,"6'4""",235lbs.,--,Southpaw,"Dec29,1980",0.87,32%,0.87,58%,0.0,0%,23%,0.0,2023-09-20 21:50:56.958211
Akira Shoji,14-17-5,,"5'8""",195lbs.,--,Orthodox,"Jan31,1974",1.03,34%,2.63,53%,1.79,73%,82%,0.4,2023-09-20 21:50:56.958211
Liudvik Sholinian,9-4-1,Palmeyros,"5'10""",135lbs.,"71""",Orthodox,"Jan20,1990",2.5,30%,5.67,55%,0.0,0%,66%,0.0,2023-09-20 21:50:56.958211
Jack Shore,17-1-0,Tank,"5'8""",135lbs.,"71""",Orthodox,"Feb06,1995",3.84,58%,2.2,57%,3.42,40%,79%,0.7,2023-09-20 21:50:56.958211
Landon Showalter,11-19-1,The Show,"6'0""",185lbs.,--,,"Jun14,1976",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Ivan Shtyrkov,15-0-1,Ural Hulk,"6'0""",205lbs.,"74""",Orthodox,"Jun09,1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Brandon Shuey,7-6-0,Big Dawg,"5'7""",155lbs.,--,Orthodox,"Feb01,1976",0.68,33%,1.36,0%,0.0,0%,0%,10.2,2023-09-20 21:50:56.958211
Ronal Siahaan,7-1-0,Naga Sakti,"5'7""",125lbs.,"71""",Southpaw,"May05,1996",0.63,66%,6.17,25%,0.0,0%,25%,0.0,2023-09-20 21:50:56.958211
Sam Sicilia,15-8-0,,"5'8""",145lbs.,"67""",Orthodox,"Feb01,1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9,2023-09-20 21:50:56.958211
Kiril Sidelnikov,11-4-0,,"5'11""",230lbs.,--,,"Aug17,1988",2.87,28%,4.48,61%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Serhiy Sidey,10-1-0,,"5'11""",135lbs.,"72""",Switch,"Jul04,1996",4.52,35%,4.52,42%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Steven Siler,29-16-0,Super,"5'11""",145lbs.,"70""",Orthodox,"Feb15,1987",3.21,41%,2.96,54%,0.47,21%,55%,1.6,2023-09-20 21:50:56.958211
Siala Siliga,12-5-0,Mighty Mo,"6'1""",290lbs.,--,Orthodox,"Oct08,1970",1.08,26%,1.96,50%,1.47,50%,80%,0.0,2023-09-20 21:50:56.958211
Xavier Siller,5-5-0,Young Guns,"5'5""",125lbs.,--,,"Jun06,1994",1.02,36%,1.53,57%,3.83,100%,0%,0.0,2023-09-20 21:50:56.958211
Assuerio Silva,16-8-0 (1 NC),,"5'10""",241lbs.,--,Orthodox,"Jun18,1974",1.42,46%,4.2,54%,2.66,34%,25%,1.8,2023-09-20 21:50:56.958211
Anderson Silva,34-11-0 (1 NC),The Spider,"6'2""",185lbs.,"77""",Southpaw,"Apr14,1975",3.05,61%,2.05,60%,0.5,77%,69%,0.8,2023-09-20 21:50:56.958211
Wanderlei Silva,35-13-1 (1 NC),The Axe Murderer,"5'11""",205lbs.,"74""",Orthodox,"Jul03,1976",2.79,40%,2.19,60%,0.97,53%,62%,0.6,2023-09-20 21:50:56.958211
Thiago Silva,19-6-0 (2 NC),,"6'2""",205lbs.,"74""",Orthodox,"Nov12,1982",3.92,50%,2.55,67%,1.03,47%,70%,0.7,2023-09-20 21:50:56.958211
Paulo Cesar Silva,2-6-0,Giant,"7'5""",385lbs.,--,Orthodox,"Jul21,1963",0.4,15%,2.72,47%,0.42,100%,16%,0.4,2023-09-20 21:50:56.958211
Jean Silva,19-12-3 (1 NC),White Bear,"5'6""",160lbs.,--,Orthodox,"Oct08,1977",0.73,22%,2.93,52%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Edson Silva,14-12-0 (1 NC),Paredao,--,205lbs.,--,Orthodox,--,2.69,14%,5.37,50%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Sidney Silva,8-4-0,,"6'3""",170lbs.,--,Southpaw,"Feb27,1972",2.86,65%,3.3,34%,3.3,100%,0%,0.0,2023-09-20 21:50:56.958211
Jay Silva,10-11-1,,"6'2""",185lbs.,--,Southpaw,--,1.13,34%,3.07,40%,0.0,0%,38%,1.0,2023-09-20 21:50:56.958211
Antonio Silva,19-12-1,Bigfoot,"6'4""",264lbs.,"82""",Orthodox,"Sep14,1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8,2023-09-20 21:50:56.958211
Fabio Silva,1-8-0,,"5'11""",205lbs.,--,Orthodox,"Mar31,1982",0.09,11%,5.9,38%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Erick Silva,19-9-0 (1 NC),,"6'0""",170lbs.,"74""",Orthodox,"Jun21,1984",2.5,48%,4.18,49%,0.85,35%,56%,1.4,2023-09-20 21:50:56.958211
Leandro Silva,20-6-1 (1 NC),Buscape,"5'9""",155lbs.,"72""",Orthodox,"Nov11,1985",2.39,48%,2.08,63%,1.76,37%,65%,0.4,2023-09-20 21:50:56.958211
Claudio Silva,14-4-0,Hannibal,"5'11""",170lbs.,"71""",Southpaw,"Sep06,1982",2.48,42%,3.0,46%,2.85,26%,44%,1.1,2023-09-20 21:50:56.958211
Wagner Silva,6-3-0,Wagnao,"6'0""",170lbs.,--,Orthodox,"Feb07,1987",1.69,29%,2.87,65%,0.0,0%,58%,0.0,2023-09-20 21:50:56.958211
Rafael Silva,28-6-0,Morcego,"5'7""",135lbs.,--,,"Mar20,1985",0.67,50%,0.73,67%,0.0,0%,25%,1.0,2023-09-20 21:50:56.958211
Joaquim Silva,12-5-0,Netto BJJ,"5'8""",155lbs.,"69""",Southpaw,"Feb05,1989",3.71,40%,4.79,52%,0.17,50%,58%,0.5,2023-09-20 21:50:56.958211
Felipe Silva,8-2-0,,"6'0""",155lbs.,"77""",Orthodox,"May08,1984",5.4,50%,1.8,59%,1.0,100%,71%,0.0,2023-09-20 21:50:56.958211
Dayana Silva,7-4-0,,"5'7""",135lbs.,--,Orthodox,"Aug27,1990",6.33,51%,5.93,57%,0.0,0%,42%,0.0,2023-09-20 21:50:56.958211
Bruno Silva,13-5-2 (1 NC),Bulldog,"5'4""",125lbs.,"65""",Orthodox,"Mar16,1990",3.05,46%,3.09,59%,2.57,30%,64%,0.3,2023-09-20 21:50:56.958211
Bruno Silva,23-9-0,Blindado,"6'0""",185lbs.,"74""",Orthodox,"Jul13,1989",4.45,48%,4.71,48%,0.56,18%,73%,0.0,2023-09-20 21:50:56.958211
Gabriel Silva,8-2-0,,"5'6""",135lbs.,"71""",Orthodox,"Aug26,1994",1.3,34%,3.47,45%,1.5,25%,38%,0.5,2023-09-20 21:50:56.958211
Jacob Silva,6-4-0,Lil Animal,"5'5""",125lbs.,"67""",Orthodox,"Feb23,1988",4.17,44%,4.92,56%,1.51,100%,66%,0.0,2023-09-20 21:50:56.958211
Natalia Silva,16-5-1,,"5'4""",125lbs.,"65""",Southpaw,"Feb03,1997",5.2,48%,2.23,65%,0.68,33%,92%,0.0,2023-09-20 21:50:56.958211
Jansey Silva,7-2-0,Jones,"6'2""",185lbs.,"67""",Orthodox,"May30,1995",0.46,40%,2.32,33%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Maria Silva,8-1-0,Viuva Negra,"5'3""",115lbs.,"64""",Orthodox,"Dec19,1995",3.0,57%,1.13,62%,2.0,100%,55%,0.5,2023-09-20 21:50:56.958211
Karine Silva,17-4-0,Killer,"5'5""",125lbs.,"67""",Orthodox,"Dec02,1993",3.37,35%,3.37,50%,2.45,60%,0%,4.1,2023-09-20 21:50:56.958211
Erik Silva,9-2-0,The King,"5'9""",145lbs.,"71""",Orthodox,"Mar16,1987",2.17,71%,1.58,40%,3.94,80%,71%,0.0,2023-09-20 21:50:56.958211
Janaina Silva,5-1-0,Jana-Iron-Hand,"5'1""",115lbs.,"60""",Orthodox,"Feb16,1992",0.0,0%,1.5,62%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Jhonata Silva,8-2-0,,"5'5""",125lbs.,"66""",Orthodox,"Apr24,1997",4.86,52%,9.85,44%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Jean Silva,11-2-0,Lord Assassin,"5'7""",145lbs.,"69""",Orthodox,"Dec13,1996",5.8,48%,4.73,55%,1.0,33%,100%,0.0,2023-09-20 21:50:56.958211
Danny Silva,7-1-0,Puma,--,145lbs.,--,,"Jan30,1997",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Douglas Silva de Andrade,29-5-0 (1 NC),D Silva,"5'7""",135lbs.,"68""",Orthodox,"Jun22,1985",3.66,38%,3.99,58%,0.61,46%,70%,0.2,2023-09-20 21:50:56.958211
Leonardo Silva de Oliveira,12-4-0,Cabecao,"6'2""",185lbs.,--,Orthodox,"Apr23,1992",1.07,40%,0.54,50%,24.11,50%,0%,0.0,2023-09-20 21:50:56.958211
Marcus Silveira,6-4-0 (1 NC),Conan,"6'3""",242lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Elias Silverio,13-3-0,Xuxu,"5'11""",155lbs.,"73""",Orthodox,"Sep22,1986",3.67,49%,2.97,51%,1.62,38%,85%,0.2,2023-09-20 21:50:56.958211
Sim Kai Xiong,5-1-0,Kobra,"5'5""",125lbs.,"66""",Orthodox,"Sep06,1997",3.19,63%,4.56,47%,6.84,28%,0%,0.0,2023-09-20 21:50:56.958211
Jamey Simmons,7-4-0,The Afro Samurai,"5'6""",135lbs.,"70""",Orthodox,"Sep11,1992",0.79,21%,1.92,74%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Ricky Simon,20-4-0,,"5'6""",135lbs.,"69""",Orthodox,"Aug31,1992",3.01,44%,3.23,62%,5.84,50%,75%,0.4,2023-09-20 21:50:56.958211
Aaron Simpson,12-5-0,A-Train,"6'0""",170lbs.,"73""",Orthodox,"Jul20,1974",3.6,52%,2.53,56%,3.78,34%,83%,0.5,2023-09-20 21:50:56.958211
Wes Sims,24-14-1 (2 NC),The Project,"6'10""",260lbs.,--,Orthodox,"Aug04,1979",0.98,51%,2.95,37%,0.0,0%,40%,2.3,2023-09-20 21:50:56.958211
Marlon Sims,3-4-0,,--,170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Tony Sims,12-4-0,,"5'11""",155lbs.,"70""",Southpaw,"Oct14,1985",1.81,63%,0.76,65%,0.71,50%,50%,0.7,2023-09-20 21:50:56.958211
Everett Sims,4-1-0,Sexual Chocolate,"6'5""",260lbs.,"77""",Southpaw,"Sep04,1988",0.81,66%,2.19,30%,0.0,0%,42%,1.2,2023-09-20 21:50:56.958211
Lodune Sincaid,15-9-0,,"5'9""",185lbs.,--,Orthodox,"May07,1973",2.72,42%,6.17,57%,0.0,0%,75%,0.0,2023-09-20 21:50:56.958211
Rob Sinclair,13-5-0,,"5'8""",155lbs.,--,,"Feb20,1980",1.2,33%,1.73,73%,0.0,0%,50%,0.0,2023-09-20 21:50:56.958211
Rory Singer,11-9-0,Outburst,"6'2""",185lbs.,"77""",Orthodox,"May28,1976",2.55,39%,2.42,63%,0.39,25%,64%,0.8,2023-09-20 21:50:56.958211
Rana Rudra Pratap Singh,11-2-0,Ashwathama,"5'10""",135lbs.,"69""",Orthodox,"May09,1997",0.0,0%,9.05,27%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Elvis Sinosic,7-11-2,The King of Rock n' Rumble,"6'3""",205lbs.,"77""",Orthodox,"Feb13,1971",1.13,37%,4.6,53%,0.0,0%,0%,1.2,2023-09-20 21:50:56.958211
Mitchell Sipe,4-1-0,No Dice,"6'2""",245lbs.,--,Orthodox,"Apr09,1996",5.5,56%,9.98,46%,1.53,20%,0%,0.0,2023-09-20 21:50:56.958211
Gian Siqueira,19-5-0,Pitbull,"6'1""",170lbs.,"74""",Orthodox,"Jun23,1994",0.8,100%,3.41,19%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Jeremia Siregar,6-3-0,The Teacher,"5'2""",125lbs.,"63""",Orthodox,"Jul27,1991",2.8,42%,7.37,29%,0.0,0%,75%,0.0,2023-09-20 21:50:56.958211
AJ Siscoe,1-2-0,Let's Go,"5'7""",135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Yokthai Sithoar,0-1-0,,"5'7""",143lbs.,--,,"Dec25,1974",0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Jeri Sitzes,3-1-0,,"5'5""",125lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,2023-09-20 21:50:56.958211
Dennis Siver,23-11-0 (1 NC),,"5'6""",145lbs.,"70""",Orthodox,"Jan13,1979",3.87,32%,2.67,65%,0.87,32%,65%,0.3,2023-09-20 21:50:56.958211
Chas Skelly,19-3-0 (1 NC),The Scrapper,"5'11""",145lbs.,"72""",Orthodox,"May11,1985",2.01,40%,3.21,49%,1.74,34%,39%,2.3,2023-09-20 21:50:56.958211
